Y,name,district,url,photo,telephone,longitude,operationType,X,latitude,discountCategory,operationCategory,address,discountPeriod,openingHours,discountContent,discountCondition
,全家便利商店(撫順分公司),中山區,,,02-2592-7495,121.520907,餐飲類,,25.063489,折價,便利超商,台北市中山區撫順街12-2號1樓,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,拉亞漢堡(北市松江店),中山區,,,02-25176553,121.533997,餐飲類,,25.059685,折價,早餐店,台北市中山區松江路259巷9號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,萊爾富(第三一一八分公司),北投區,,,02-2858-5242,121.471823,餐飲類,,25.125646,折價,便利超商,台北市北投區立德路60號.立功街135號1樓,2011/05/1起,00:00-24:00,Hi Caf 飲品折價3元,自備飲料杯
,Subway(中山德惠店),中山區,,,02-2598-6678,121.522749,餐飲類,,25.066846,折價,速食店,台北市中山區中山北路3段49號,2011/05/1起,11:00-22:00,651ml(含)以上折價3元，501至650ml折價2元，500ml(含)以下折1元,自備飲料杯
,漢爾斯(101店),信義區,,,02-8101-7757,121.564101,餐飲類,,25.033493,折價,飲料店,台北市信義區市府路45號B1(101金融大樓),2011/05/1起,11:00-22:00,飲品折價2元,自備飲料杯
,鮮芋仙(復興南分公司),大安區,,,02-2775-3395,121.543531,餐飲類,,25.044589,折價,飲料店,台北市大安區復興南路1段62號(市民大道與復興南路口),2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,典藏咖啡館(長安一店分公司),中山區,,,02-2542-9871,121.522608,餐飲類,,25.049463,折價,飲料店,台北市中山區長安東路1段8-1號,2011/05/1起,11:00-22:00,飲品折價1元,自備飲料杯
,早安美芝城(東湖康樂店),內湖區,,,02-26321683,121.61835,餐飲類,,25.072022,折價,早餐店,台北市內湖區康樂街136巷15弄2號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,呷尚寶(大貴店),信義區,,,02-27273455,121.58596,餐飲類,,25.039234,折價,早餐店,台北市信義區褔德街268巷2-2號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,7-ELEVEN(台北市第六五四分公司),信義區,,,02-2767-0810,121.565843,餐飲類,,25.043126,折價,便利超商,台北市信義區基隆路1段141號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,怡客咖啡(士商分公司),士林區,,,02-2882-1728,121.521411,餐飲類,,25.089668,折價,飲料店,台北市士林區士商路1號,2011/05/1起,11:00-22:00,飲品折價5元，若與店內其它優惠用折價1元,自備飲料杯
,7-ELEVEN(台北市第二0一分公司),士林區,,,02-2862-6422,121.546449,餐飲類,,25.136941,折價,便利超商,台北市士林區格致路28號1樓,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,7-ELEVEN(台北市第六二二分公司),中正區,,,02-2314-4196,121.515885,餐飲類,,25.044567,折價,便利超商,台北市中正區信陽街12、14號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,早安美芝城(雨農店),士林區,,,02-28360335,121.532961,餐飲類,,25.099413,折價,早餐店,台北市士林區雨農路32巷2-1號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,7-ELEVEN(台北市第三十八分公司),中正區,,,02-2393-3036,121.517221,餐飲類,,25.031126,折價,便利超商,台北市中正區南昌路1段72號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,全家便利商店(清江店),北投區,,,02-2897-0433,121.501429,餐飲類,,25.131727,折價,便利超商,台北市北投區清江路1號1樓，中央南路1段63號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,7-ELEVEN(台北市第一四八分公司),文山區,,,02-2936-2025,121.575542,餐飲類,,24.987804,折價,便利超商,台北市文山區指南路2段99、101號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,橘子工坊(師大店 ),大安區,,,02-2368-2000,121.528052,餐飲類,,25.02114,集點,飲料店,台北市大安區羅斯福路3段187號,2011/05/1起,11:00-22:00,每杯1點，集10點可兌換30元飲品，或補差額換購30元以上飲料,自備飲料杯
,呷尚寶(百利店),中山區,,,02-25233306,121.521741,餐飲類,,25.059926,折價,早餐店,台北市中山區中山北路2段96巷25號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,Gu.Di (咕滴綠茶)(和平店),大安區,,,02-2391-0860,121.531446,餐飲類,,25.026588,折價,飲料店,台北市大安區和平東路1段159-2號,2011/05/1起,11:00-22:00,飲品折價3元,自備飲料杯
,萊爾富(北市台泥分公司),中山區,,,02-2567-6116,121.524907,餐飲類,,25.060133,折價,便利超商,台北市中山區錦州街32號,2011/05/1起,00:00-24:00,Hi Caf 飲品折價3元,自備飲料杯
,摩斯漢堡(中山北路分公司),中山區,,,02-2581-4070,121.522933,餐飲類,,25.052719,集點,速食店,台北市中山區中山北路2段9號,2011/05/1起,11:00-22:00,每杯1點，集5點可兌換30元商品，集10點可兌換60元商品(前述不含罐裝、瓶裝非現場填裝)飲料,自備飲料杯
,星巴克(台北市第四十九分公司),北投區,,,02-2861-0399,121.547346,餐飲類,,25.152519,折價,飲料店,台北市北投區湖山路1段14號之1(鄰近公車總站),2011/05/1起,11:00-22:00,飲品折價10元,自備飲料杯
,7-ELEVEN(台北市第六八五分公司),內湖區,,,02-2631-1820,121.617093,餐飲類,,25.06992,折價,便利超商,台北市內湖區東湖路119巷49弄2號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,7-ELEVEN(台北市第三三0分公司),北投區,,,02-2820-9915,121.510094,餐飲類,,25.113176,折價,便利超商,台北市北投區石牌路1段35號1樓,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,萊爾富(北市正豐分公司),中正區,,,02-2375-4162,121.516215,餐飲類,,25.045483,折價,便利超商,台北市中正區許昌街26-2號,2011/05/1起,00:00-24:00,Hi Caf 飲品折價3元,自備飲料杯
,萊爾富(北市安華分公司),大安區,,,02-8772-1026,121.55591,餐飲類,,25.04291,折價,便利超商,台北市大安區延吉街131巷43號1樓,2011/05/1起,00:00-24:00,Hi Caf 飲品折價3元,自備飲料杯
,酷聖石Cold Stone(京站一門市),大同區,,,02-2552-7363,121.516739,餐飲類,,25.049364,折價,飲料店,台北市大同區承德路1段1號(京站廣場),2011/05/1起,11:00-22:00,飲品折價10元,自備飲料杯
,OK超商(第394分公司),信義區,,,02-6617-2349,121.556965,餐飲類,,25.021143,折價,便利超商,台北市信義區和平東路3段341巷6號1樓,2011/05/1起,00:00-24:00,OK Caf 飲品折價3元,自備飲料杯
,丹堤咖啡(和平東店 ),大安區,,,02-2754-3473,121.542241,餐飲類,,25.025232,折價,飲料店,台北市大安區和平東路2段197號,2011/05/1起,11:00-22:00,飲品折價5元,自備飲料杯
,大井烤茶(士林中山店),士林區,,,02-2832-8267 ,121.524975,餐飲類,,25.103211,折價,飲料店,台北市士林區中山北路6段21號,2011/05/1起,11:00-22:00,飲品折價2元,自備飲料杯
,Subway(忠孝重慶店),中正區,,,02-2311-5856,121.512674,餐飲類,,25.047109,折價,速食店,台北市中正區忠孝西路1段98號,2011/05/1起,11:00-22:00,651ml(含)以上折價3元，501至650ml折價2元，500ml(含)以下折1元,自備飲料杯
,7-ELEVEN(台北市第四二七分公司),南港區,,,02-2785-9769,121.581435,餐飲類,,25.050943,折價,便利超商,台北市南港區八德路4段808-1、810號1樓,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,好了啦(台北合江),中山區,,,0985-317-855,121.539302,餐飲類,,25.059711,折價,飲料店,台北市中山區合江街103號,2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,肯德基(台北東湖二之二分公司),內湖區,,,02-2633-0345,121.616349,餐飲類,,25.068068,集點,速食店,台北市內湖區東湖路124號,2011/05/1起,11:00-22:00,每杯1點，集5點可兌換32元以內杯裝飲料(不含湯品、100%柳橙汁、瓶裝、罐裝等飲料或包裝水),自備飲料杯
,COME  BUY(北醫店),信義區,,,02-8789-0133,121.564218,餐飲類,,25.026605,集點,飲料店,台北市信義區吳興街277號,2011/05/1起,11:00-22:00,每杯1點，集10點可兌換30元飲品1杯,自備飲料杯
,7-ELEVEN(台北市第六二一分公司),中正區,,,02-2393-9186,121.530154,餐飲類,,25.034431,折價,便利超商,台北市中正區連雲街81號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,7-ELEVEN(台北市第六十七分公司),士林區,,,02-2881-8943,121.521543,餐飲類,,25.085668,折價,便利超商,台北市士林區後港街98-1、98-2號1樓,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,水巷茶弄(台北遼寧店),中山區,,,02-2772-6757,121.542042,餐飲類,,25.047909,折價,飲料店,台北市中山區遼寧街28號,2011/05/1起,11:00-22:00,飲品折價2元,自備飲料杯
,超秦(麥味登)(米蘭店),北投區,,,02-28210051,121.522036,餐飲類,,25.118646,折價,早餐店,台北市北投區天母西路132之13號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,星巴克(台北市第三十六分公司),中正區,,,02-2396-0860,121.517031,餐飲類,,25.032471,折價,飲料店,台北市中正區南海路20號,2011/05/1起,11:00-22:00,飲品折價10元,自備飲料杯
,全家便利商店(華碩分公司),北投區,,,02-2892-0776,121.471387,餐飲類,,25.124521,折價,便利超商,台北市北投區立德路15號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,全家便利商店(喬治門市部),大安區,,,02-2377-8503,121.541087,餐飲類,,25.02209,折價,便利超商,台北市大安區辛亥路2段171巷3號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,星巴克(萬芳門市),文山區,,,02-2933-6950,121.558387,餐飲類,,24.999963,折價,飲料店,台北市文山區興隆路3段111號,2011/05/1起,11:00-22:00,飲品折價10元,自備飲料杯
,全家便利商店(大業分公司),北投區,,,02-2896-4457,121.498424,餐飲類,,25.129861,折價,便利超商,台北市北投區大興街22號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,7-ELEVEN(台北市第六十分公司),大安區,,,02-2377-8253,121.550932,餐飲類,,25.018066,折價,便利超商,台北市大安區臥龍街188巷1號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,古早味A肥茶(南港昆陽店),南港區,,,0932-724-766,121.594313,餐飲類,,25.050025,折價,飲料店,台北市南港區昆陽街151號,2011/05/1起,11:00-22:00,500ml折價1元，700ml折價2元，960ml折價3元,自備飲料杯
,全家便利商店(慶權分公司),大同區,,,02-2550-9755,121.519962,餐飲類,,25.049937,折價,便利超商,台北市大同區長安西路54號1樓,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,星巴克(台北市第一分公司),士林區,,,02-2876-9351,121.527762,餐飲類,,25.118586,折價,飲料店,台北市士林區天母西路33號1樓,2011/05/1起,11:00-22:00,飲品折價10元,自備飲料杯
,全家便利商店(富康分公司),南港區,,,02-2782-1423,121.616942,餐飲類,,25.051947,折價,便利超商,台北市南港區富康街86號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,7-ELEVEN(台北市第二五一分公司),中山區,,,02-2595-1416,121.524194,餐飲類,,25.065994,折價,便利超商,台北市中山區雙城街30號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,OK超商(第766分公司),文山區,,,02-2938-6576,121.553662,餐飲類,,24.988181,折價,便利超商,台北市文山區木柵路1段281號,2011/05/1起,00:00-24:00,OK Caf 飲品折價3元,自備飲料杯
,歇腳亭(大安臨江店),大安區,,,02-2732-0860,121.556885,餐飲類,,25.029452,集點,飲料店,台北市大安區臨江街4號,2011/05/1起,11:00-22:00,每杯2點，集10點可兌或折抵35元以下飲料1杯,自備飲料杯
,瑞麟美而美(內湖成功店),內湖區,,,02-27945701,121.590238,餐飲類,,25.059744,折價,早餐店,台北市內湖區新明路105-1號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,巧沛國際(麗山店),內湖區,,,02-26571945,121.573181,餐飲類,,25.081658,折價,早餐店,台北市內湖區內湖路1段591巷12號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,黑丸嫩仙草(台北大直店),中山區,,,02-2532-5288 ,121.546734,餐飲類,,25.084019,折價,飲料店,台北市中山區大直街81號,2011/05/1起,11:00-22:00,飲品折價3元,自備飲料杯
,拉亞漢堡(北市和平店),中正區,,,02-23710500,121.507991,餐飲類,,25.035389,折價,早餐店,台北市中正區延平南路157巷3號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,丹堤咖啡(三民店),松山區,,,02-2742-0067,121.563389,餐飲類,,25.057027,折價,飲料店,台北市松山區三民路93號,2011/05/1起,11:00-22:00,飲品折價5元,自備飲料杯
,麥當勞(台北南港分公司),南港區,,,"02-2789-0595
02-2789-0642",121.605709,餐飲類,,25.054298,集點,速食店,台北市南港區南港路2段16、18號,2011/05/1起,11:00-22:00,每杯1點，集5點可兌換30元飲料1杯(奶昔、漂浮飲品及免費飲料不在集點範圍內),自備飲料杯
,怡客咖啡(公保分公司),中正區,,,02-3322-1382,121.522275,餐飲類,,25.038971,折價,飲料店,台北市中正區仁愛路1段17號(Y17青少年育樂中心),2011/05/1起,11:00-22:00,飲品折價5元，若與店內其它優惠用折價1元,自備飲料杯
,星巴克(公館水源門市),中正區,,,02-2375-9066,121.517896,餐飲類,,25.046374,折價,飲料店,台北市中正區忠孝西路1段49號B1E棟(捷運台北車站4號出口),2011/05/1起,11:00-22:00,飲品折價10元,自備飲料杯
,OK超商(第798分公司),文山區,,,02-6617-2491,121.564397,餐飲類,,24.98868,折價,便利超商,台北市文山區久康街1號,2011/05/1起,00:00-24:00,OK Caf 飲品折價3元,自備飲料杯
,全家便利商店(東光分公司),松山區,,,02-2745-5196,121.565453,餐飲類,,25.061288,折價,便利超商,台北市松山區富錦街529號1樓,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,聖德科斯天然有機門市(汐止仁愛門市),汐止區,,,02-8691-7123,121.664784,餐飲類,,25.065853,折價,其他,新北市汐止區仁愛路151巷5號,2012/08/01起,07:30~21:00,自備環保杯來店購買任一現打飲品或研磨現煮有機咖啡的折價2元,自備飲料杯
,丹堤咖啡(敦化分公司),大安區,,,02-2705-1665,121.549403,餐飲類,,25.031079,折價,飲料店,台北市大安區敦化南路2段63巷5號,2011/05/1起,11:00-22:00,飲品折價5元,自備飲料杯
,7-ELEVEN(台北市第四十分公司),北投區,,,02-2895-0047,121.506861,餐飲類,,25.129499,折價,便利超商,台北市北投區公館路165號1樓,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,清心福全(台北信義吳興店),信義區,,,02-2377-2478,121.559936,餐飲類,,25.031238,折價,飲料店,台北市信義區吳興街40號1樓,2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,頂呱呱(台北南昌分公司),中正區,,,02-2357-9407,121.527122,餐飲類,,25.04145,集點,速食店,台北市中正區濟南路2段9號1樓,2011/05/1起,11:00-22:00,每杯1點，集5點可兌換32元飲料1杯,自備飲料杯
,丹堤咖啡(士林劍潭店),士林區,,,02-2886-2809,121.522533,餐飲類,,25.081444,折價,飲料店,台北市士林區承德路4段50號,2011/05/1起,11:00-22:00,飲品折價5元,自備飲料杯
,摩斯漢堡(環亞店),松山區,,,02-2717-7459,121.547486,餐飲類,,25.052295,集點,速食店,台北市松山區南京東路3段306巷6弄10號,2011/05/1起,11:00-22:00,每杯1點，集5點可兌換30元商品，集10點可兌換60元商品(前述不含罐裝、瓶裝非現場填裝)飲料,自備飲料杯
,全家便利商店(北科大門市部),大安區,,,02-2731-4580,121.545309,餐飲類,,25.041138,折價,便利超商,台北市大安區仁愛路4段27巷43號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,7-ELEVEN(台北市第一0八分公司),文山區,,,02-2937-1739,121.562925,餐飲類,,24.989034,折價,便利超商,台北市文山區木柵路2段157號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,素宜蔬食坊,中山區,,,02-27218299,121.540425,餐飲類,,25.04956,其他優惠,素食店,臺北市中山區龍江路55巷2號,2012/08/01-2013/01/31,11:00~20:00,特製飲料(不限消費金額)一杯,自備筷子或湯匙
,全家便利商店(永隆分公司),信義區,,,02-2767-8120,121.566194,餐飲類,,25.042521,折價,便利超商,台北市信義區基隆路1段147巷7號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,7-ELEVEN(台北市第五四六分公司),大同區,,,02-2556-7366,121.510046,餐飲類,,25.054506,折價,便利超商,台北市大同區迪化街1段32巷2號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,早安美芝城(信義松德店),信義區,,,02-27597911,121.574816,餐飲類,,25.035195,折價,早餐店,台北市信義區松德路211號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,摩斯漢堡(華碩門市部),北投區,,,02-2893-3435,121.471387,餐飲類,,25.124521,集點,速食店,台北市北投區立德路15號,2011/05/1起,11:00-22:00,每杯1點，集5點可兌換30元商品，集10點可兌換60元商品(前述不含罐裝、瓶裝非現場填裝)飲料,自備飲料杯
,丹堤咖啡(新寶慶分公司),中正區,,,02-2389-0323,121.509693,餐飲類,,25.042045,折價,飲料店,台北市中正區延平南路105、107、109號,2011/05/1起,11:00-22:00,飲品折價5元,自備飲料杯
,橘子工坊(台北社子店),士林區,,,02-2816-2525,121.508851,餐飲類,,25.087408,集點,飲料店,台北市士林區延平北路6段39號,2011/05/1起,11:00-22:00,每杯1點，集10點可兌換30元飲品，或補差額換購30元以上飲料,自備飲料杯
,MisterDonuts(台北市第十二分公司),中山區,,,02-2518-1625,121.544014,餐飲類,,25.061682,折價,飲料店,台北市中山區復興北路400號(近捷運中山國中站),2011/05/1起,11:00-22:00,飲品折價3元(若該飲品使用優惠免費贈送者，無享折價優惠),自備飲料杯
,超秦(麥味登)(萬芳店),文山區,,,02-22397139,121.560233,餐飲類,,24.996343,折價,早餐店,台北市文山區興隆路3段177號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,早安美芝城(活力新湖店),內湖區,,,02-87912386,121.577385,餐飲類,,25.064009,折價,早餐店,台北市內湖區新湖3路118號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,弘爺漢堡(姐妹店),大同區,,,02-25913341,121.516074,餐飲類,,25.06377,折價,早餐店,台北市大同區大龍街25號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,都可COCO(101),信義區,,,02-8101-7622 ,121.564101,餐飲類,,25.033493,折價,飲料店,台北市信義區市府路45號B1,2011/05/1起,11:00-22:00,飲品折價2元,自備飲料杯
,7-ELEVEN(台北市第三十五分公司),大安區,,,02-2394-5455,121.528431,餐飲類,,25.029814,折價,便利超商,台北市大安區金華街140-1號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,星巴克(南昌店),中正區,,,02-2368-5629,121.533307,餐飲類,,25.015489,折價,飲料店,台北市中正區羅斯福路4段26號2樓,2011/05/1起,11:00-22:00,飲品折價10元,自備飲料杯
,蓮池閣素食餐廳,大安區,,,02-27035612,121.550098,餐飲類,,25.033574,折價,素食,臺北市大安區信義路四段153.155號B1,2012/08/01-2013/12/31,11:30~21:00,全部自備 免加10%服務費,自備筷子、湯匙、餐盤、碗、杯子
,萊爾富(北市萬興分公司),文山區,,,02-8931-7731,121.556054,餐飲類,,24.99994,折價,便利超商,台北市文山區興隆路3段58號,2011/05/1起,00:00-24:00,Hi Caf 飲品折價3元,自備飲料杯
,橘子(開封店),中正區,,,02-2371-1966,121.513766,餐飲類,,25.046169,集點,飲料店,台北市中正區開封街1段17號,2011/05/1起,11:00-22:00,每杯1點，集5點可兌換15元飲品，或加價換購其他飲品(果汁除外),自備飲料杯
,仙Q甜品專賣店(內湖康寧店),內湖區,,,02-2630-6775,121.612555,餐飲類,,25.070325,折價,飲料店,台北市內湖區康寧路3段189巷14號,2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,日出茶太(台北大安店),大安區,,,02-2709-5592,121.553718,餐飲類,,25.030996,折價,飲料店,台北市大安區通化街38巷11號1樓,2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,全家便利商店(永孝分公司),信義區,,,02-2767-8185,121.572075,餐飲類,,25.043595,折價,便利超商,台北市信義區松信路145號1樓,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,老咖啡館(內湖店門市部),內湖區,,,02-2797-1169,121.569454,餐飲類,,25.078852,折價,飲料店,台北市內湖區瑞光路480號1樓,2011/05/1起,11:00-22:00,飲品折價10元,自備飲料杯
,全家便利商店(松興分公司),信義區,,,02-2760-3790,121.578009,餐飲類,,25.047798,折價,便利超商,台北市信義區松山路107號1樓,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,薡茶(士林店),士林區,,,02-8861-3708,121.517,餐飲類,,25.0833,集點,飲料店,台北市士林區美德街16巷8號(捷運士林站1號出口旁),2011/05/1起,11:00-22:00,每杯1點，集10點可兌換30元之飲品,自備飲料杯
,7-ELEVEN(台北市第六0二分公司),松山區,,,02-2769-4858,121.560524,餐飲類,,25.056714,折價,便利超商,台北市松山區延壽街323號1樓,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,咖比茶(信義分公司),大安區,,,02-2733-7060,121.557157,餐飲類,,25.02028,集點,飲料店,台北市大安區和平東路3段365號,2011/05/1起,11:00-22:00,每杯1點，集5點可兌換25元飲料一杯,自備飲料杯
,全家便利商店(研究院分公司),南港區,,,02-2651-5140,121.614997,餐飲類,,25.045882,折價,便利超商,台北市南港區研究院路2段70巷1號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,7-ELEVEN(台北市第一0七分公司),文山區,,,02-2236-7947,121.552137,餐飲類,,24.987573,折價,便利超商,台北市文山區木柵路1段168、170號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,全家便利商店(福嶺分公司),中正區,,,02-2391-4884,121.524638,餐飲類,,25.035972,折價,便利超商,台北市中正區杭州南路1段147號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,50嵐(昆陽遠東店),南港區,,,02-2651-1252,121.59221,餐飲類,,25.054024,折價,飲料店,台北市南港區南港路3段1號,2011/05/1起,11:00-22:00,大杯折價2元，中杯折價1元,自備飲料杯
,7-ELEVEN(鑫樂昇門市),萬華區,,,02-2375-4357,121.504554,餐飲類,,25.045149,折價,便利超商,台北市萬華區武昌街2段114-3號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,OK超商(第354分公司),內湖區,,,02-6617-2249,121.60644,餐飲類,,25.071936,折價,便利超商,台北市內湖區民權東路6段296巷33號,2011/05/1起,00:00-24:00,OK Caf 飲品折價3元,自備飲料杯
,7-ELEVEN(台北市第八十五分公司),文山區,,,02-2931-6909,121.540183,餐飲類,,24.993364,折價,便利超商,台北市文山區景福街252號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,瑞麟美而美(晨安店),中山區,,,02-25022911,121.534152,餐飲類,,25.052671,折價,早餐店,台北市中山區伊通街66巷5-2號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,全家便利商店(榮星分公司),中山區,,,02-2516-9569,121.540837,餐飲類,,25.065876,折價,便利超商,台北市中山區龍江路352號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,伯朗咖啡(台北南港分公司),南港區,,,02-2783-6963,121.616708,餐飲類,,25.057594,折價,飲料店,台北市南港區經貿二路1號1樓(南港展覽館),2011/05/1起,11:00-22:00,飲品折價3元,自備飲料杯
,7-ELEVEN(大安門市),大安區,,,,121.547439,餐飲類,,25.04177,折價,便利超商,台北市大安區忠孝東路4段77號(捷運地下街5號店鋪),2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,藍棧咖啡(台北公館店),中正區,,,02-2364-3623,121.535703,餐飲類,,25.012639,折價,飲料店,台北市中正區羅斯福路4段136巷4-1號,2011/05/1起,11:00-22:00,飲品折價2元,自備飲料杯
,鮮茶道(松山永吉店),信義區,,,02-2765-5525,121.568859,餐飲類,,25.043236,折價,飲料店,台北市信義區永吉路30巷115號,2011/05/1起,11:00-22:00,大杯折價2元，中杯折價1元,自備飲料杯
,好了啦(台北延吉),松山區,,,02-2570-1991,121.553272,餐飲類,,25.047733,折價,飲料店,台北市松山區延吉街2-5號,2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,全家便利商店(吉原分公司),中山區,,,02-2562-9311,121.528952,餐飲類,,25.056373,折價,便利超商,台北市中山區中原街27號1樓,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,50嵐(西門武昌店),萬華區,,,02-2311-5937,121.506727,餐飲類,,25.04489,折價,飲料店,台北市萬華區西寧南路117號,2011/05/1起,11:00-22:00,大杯折價2元，中杯折價1元,自備飲料杯
,7-ELEVEN(台北市第六五三分公司),文山區,,,02-8661-8765,121.564063,餐飲類,,24.982614,折價,便利超商,台北市文山區木新路3段54、56號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,全家便利商店(華山店),中正區,,,02-2382-5553,121.511759,餐飲類,,25.042389,折價,便利超商,台北市中正區衡陽路69號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,萊爾富(松永分公司),信義區,,,02-2748-4607,121.574268,餐飲類,,25.045428,折價,便利超商,台北市信義區永吉路280號,2011/05/1起,00:00-24:00,Hi Caf 飲品折價3元,自備飲料杯
,黑面蔡楊桃汁(永吉店 ),信義區,,,02-2766-1798,121.568559,餐飲類,,25.041466,集點,飲料店,台北市信義區永吉路30巷178弄2號,2011/05/1起,11:00-22:00,每杯1點，集10點可兌換30元商品，或補差額換購30元以上商品,自備飲料杯
,萊爾富(湖鐕店),內湖區,,,02-2659-9739,121.567824,餐飲類,,25.079448,折價,便利超商,台北市內湖區瑞光路502號1樓之1,2011/05/1起,00:00-24:00,Hi Caf 飲品折價3元,自備飲料杯
,7-ELEVEN(台北市第五三九分公司),文山區,,,02-2933-5405,121.553168,餐飲類,,25.000183,折價,便利超商,台北市文山區興隆路2段244巷20號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,西雅圖咖啡(台大醫店),中正區,,,02-2388-1273,121.518514,餐飲類,,25.045734,折價,飲料店,台北市中正區忠孝西路1段4號1樓(崇聖大樓),2011/05/1起,11:00-22:00,飲品折價5元,自備飲料杯
